id,video id,author,author id,text,label,annotator notes,text_length
UgzY0qU1wg2z7G2OAKx4AaABAg,UOsY8ow0vTs,@adammanan8370,UCpXpitaCiz-54Rs9Frc6Jww,You are too much,N,Confidence: High | The comment 'You are too much' is a vague statement and does not provide any clear indication of support for either side.,16
UgztibbXqeDGXduKJqB4AaABAg,UOsY8ow0vTs,@Farhadmusic29,UC4KUPq_Zvd4kUy6WMrfRNfQ,The chosen people... do no harm,P,"Confidence: Medium | The sarcastic use of 'The chosen people... do no harm' implies criticism of Israel and suggests that they do cause harm, aligning with a pro-Palestinian stance.",31
UgxJc16i-57V-GuwDqx4AaABAg.9w_UMik-7-O9w_fSw7ww_K,UOsY8ow0vTs,@fifitheflowerpot,,BB's civilised EDF calling Palestinian animals.,P,Confidence: High | Referring to Israeli forces as 'civilised EDF' (implying a false civility) and calling Palestinians 'animals' (which is then quoted and likely refuted by the author's intent) indicates strong criticism of Israel and support for Palestinians.,47
UgzAZyiuTThB9pIP-wZ4AaABAg,UOsY8ow0vTs,@masada2828,UCOukvj7kElD0m92IrIy0QMQ,"This is War, innocent people will be affected and will die and worse is still to come. No one wants these people.",N,"Confidence: Medium | The comment expresses a bleak outlook on the conflict, acknowledging that innocent people will suffer. While it doesn't explicitly blame one side, the tone is somber and fatalistic rather than taking a definitive stance.",113
UgwNAN0JmqXii1ryPRR4AaABAg,UOsY8ow0vTs,@abdur1,UCp6goLGN1u3uIhW4BD0YTQA,YouTube doesn't allow me to see this video,N,Confidence: High | This comment is about the accessibility of the video and does not offer any opinion on the conflict itself.,42
UgxbRVH48AUwTw-a3mh4AaABAg,UOsY8ow0vTs,@Pal3stin3,UCzubrPwkKXIa3ssOxz3dl-w,"What is abhorrent is the lies IDF, the American and UK government use to ethically cleanse Palestine. Disgusting. They are all complicit in war crimes.",P,"Confidence: High | The comment directly accuses the IDF, US, and UK governments of lies, ethical cleansing, complicity in war crimes, and uses the term 'disgusting,' which strongly advocates for Palestinian perspectives and criticizes Israel and its allies.",151
Ugwm7S9iUvE6iYw3gBJ4AaABAg,UOsY8ow0vTs,@flunkie91,UC5ZISb5ZkAHkC2KhvGJTkmQ,"Well it happened everyone, a lie has become the truth and the truth has become a lie. Exactly as God said, prior to mass media, cameras and the world masterminds coming together to kill. This is the devils world and at this point if you agree with it you're a devil to me, and I don't find devils being alive to serve any purpose",P,"Confidence: Medium | The comment expresses a sense of distorted truth and evil in the world, specifically mentioning 'masterminds coming together to kill.' This sentiment, especially in the context of the Israel-Gaza war, often aligns with criticism of perceived perpetrators of violence, which in this discourse tends to be directed at Israel and its allies.",329
UgyS3kk-5T4d6wlQcfl4AaABAg.9w_Uzz4F2tp9w_dzAaSxQV,UOsY8ow0vTs,@Joachim4964,,"Because countries like UAE, Saudi are well aware that Hamas’ terrorist acts are on behest of Iran and Qatar and they are not interested to join in such destructive acts!",I,"Confidence: High | The comment attributes Hamas's actions to Iran and Qatar and states that other countries are aware of this and choose not to participate in 'destructive acts', implying a criticism of Hamas and its enablers, thus indirectly supporting Israel's position that Hamas is a terrorist organization.",169
UgywDl6ErBujbqD88N54AaABAg.9w_UUQ-QfnD9w_d1zvnRYe,UOsY8ow0vTs,@elidyson256,,@@Bensux then disconnect Hamas. Get rid Hamas,I,"Confidence: High | The comment directly advocates for the disconnection and removal of Hamas, which aligns with Israel's security objectives and stance against the organization.",45
UgxXJHyepgz6OsJyiwN4AaABAg.9w_fRThFXGh9y1TwR6UjkI,UOsY8ow0vTs,@jf_1244,,i m KJV believer and second your emotion,N,"Confidence: Low | The comment expresses religious belief and agreement with an emotion, but does not provide enough context to determine a specific stance on the Israel-Gaza conflict.",40
UgxyEYnwMTwFJ1xFsx54AaABAg.9w_afHH7G369xn9DpeGonG,UOsY8ow0vTs,@avilaniado3300,,Was October 7. A terrorist attack?,N,"Confidence: Medium | The comment poses a question about the nature of the October 7th events, but it is framed as a question and does not explicitly state a stance or opinion. It could be seeking clarification or presenting a point for debate.",34
Ugyv-_HpWKpdlKI7Ds54AaABAg,mNZjKgJGakA,@richardrattos8511,UC3hNeGPkxgqHe7v_kwvwqBg,Netanyahu is responsible for all the death’s in GAZA .  Israel Racism is so deeply rooted period .,P,"Confidence: High | The comment directly blames Netanyahu for deaths in Gaza and accuses Israel of deeply rooted racism, clearly advocating for Palestinian perspectives and criticizing Israeli actions.",98
UgxcWzoCZkIqC2JQwTJ4AaABAg.9wfSPsfPSay9wj6OTMv--m,mNZjKgJGakA,@lostbofromafrica8668,,Traumatized 😢,N,"Confidence: High | The comment expresses an emotion ('Traumatized') which, in the context of the conflict, could be attributed to either side, or a general feeling about the situation. It lacks specific content to indicate a particular stance.",13
UgyaWVUcspQBAm9SAxh4AaABAg.9wg8J6AmK3y9wgBS_oP7E1,mNZjKgJGakA,@kapilmaurya8855,,"@@gtgaminghq1733 why you people are only talking about these gaza's future terrorist but you are not talking about who massacred in nova music festival 

It shows that you are being radicalise",P,"Confidence: Medium | The comment criticizes the focus on 'Gaza's future terrorists' and questions why the 'massacre in nova music festival' is not being discussed, implying a perceived bias in reporting that favors one side and downplays the other's suffering, thus leaning towards a pro-Palestinian sentiment.",192
UgyR3p_akBUyEeB_I5F4AaABAg,mNZjKgJGakA,@yahruleyahsharahla3298,UCpZo_iKY_iNXPj9TzdyxYDA,"Americans need to go there and stand in these places with the Palestinian people to protect them. Netanyahu is a serial killer, cold blooded monster with NO heart. What a demonic evil spirit he is. And they wonder why those people hate them so much and want to see them all dead? It's self explanatory looking at what we've seen since October 7. #SMH",P,"Confidence: High | The comment calls for Americans to protect Palestinians, labels Netanyahu a 'serial killer' and 'demonic evil spirit', and explicitly links the hatred towards Israelis to the events since October 7th, strongly supporting Palestinian people and perspectives.",350
Ugy_Dg_mqt6WqZnRUE54AaABAg,mNZjKgJGakA,@CircaBEFORE,UC3hNeGPkxgqHe7v_kwvwqBg,Absolutely evil. My heart is with the people of Palestine.,P,"Confidence: High | The comment explicitly states 'My heart is with the people of Palestine' and calls the situation 'absolutely evil', leaving no doubt about the pro-Palestinian stance.",58
UgxHEidpOsNtURekxMF4AaABAg.9wg67Fz-dEI9wgDAC0Yh0r,mNZjKgJGakA,@mogamadgreyson143,,"Media don't want to be in Gaza,only Al Jazeera,who are Palistinians anyway..",N,"Confidence: Medium | The comment questions why media are not in Gaza except for Al Jazeera and asks 'who are Palistinians anyway..'. While it highlights a media coverage issue and implies that Palestinians are not being adequately represented or understood by the broader media, it doesn't explicitly take a side beyond pointing out a potential information gap or bias, making it lean towards neutral but with a critical undertone about coverage.",76
Ugx-g2PpY5ZWS4Imhvd4AaABAg.9wfPTokrxdg9wfTfR67gH_,mNZjKgJGakA,@Anonymous------,,Obviously not protecting anyone because there's no Allah.,N,Confidence: Low | The comment expresses a religious sentiment that is not directly tied to either side of the Israel-Gaza conflict. It's ambiguous in its political stance.,57
Ugw7ScunlPg8boT1OqB4AaABAg,mNZjKgJGakA,@mspink7146,UCDuT3AU9gPkl8jhL0HDfaNA,The psychological damage runs deep especially in  gaza,P,"Confidence: Medium | The comment focuses on the psychological damage in Gaza, which implies a critique of the situation and its impact on Palestinians, aligning with a pro-Palestinian perspective.",54
UgxuLBnW9IUXGrPztVp4AaABAg,mNZjKgJGakA,@eduardoflores7315,UCK84d0PiSQAI76VpcLCGy-w,War crimes committed by USA n Israel,P,"Confidence: High | The comment explicitly accuses the USA and Israel of committing war crimes, a strong criticism directed at Israel's actions, indicating a pro-Palestinian stance.",36
UgyRedmuhAlFvuxvQBp4AaABAg,mNZjKgJGakA,@brandE2024,UCrZ0tCW1qc0BNWl0D62I67Q,What they did to the Israelis is much worse. God have mercy on their soul.,I,"Confidence: High | The comment states 'What they did to the Israelis is much worse,' which directly refers to the events of October 7th and frames the actions against Israelis as more severe, supporting Israel's narrative.",74
UgytYEdQOKMb-M_z1xt4AaABAg,mNZjKgJGakA,@tahreemapatel9722,UCmgUp-sayXguhcKqyF21j8g,Really most disgusting people r jews nd zionist we can't even trust them,P,"Confidence: High | The comment expresses extreme negative sentiment towards Jews and Zionists, stating they are 'disgusting' and untrustworthy. This directly criticizes a group associated with Israel, aligning with a pro-Palestinian stance.",72
UgxZ0YImbSSCG_yzRot4AaABAg,mNZjKgJGakA,@idrisarab5110,UCbKCnTrGP7QUg2fk5fADXVA,"Al hakumutakkasur
Read this small surah and will come to know immediately for whom this surah is.",N,"Confidence: Low | The comment refers to a Surah from the Quran without explicit political commentary. While it might be interpreted as religiously motivated, it doesn't directly state a stance on the conflict.",97
UgyaWVUcspQBAm9SAxh4AaABAg.9wg8J6AmK3y9wgCQCYt0_-,mNZjKgJGakA,@roysmilesboilers6497,,​@@kapilmaurya8855hey kid do you know Hitler was christian?,N,"Confidence: Low | The comment attempts to draw a parallel between Hitler and Christians, which is a historical/religious point and not a direct commentary on the current Israel-Gaza conflict. It lacks a clear stance.",59
UgxcWzoCZkIqC2JQwTJ4AaABAg.9wfSPsfPSay9wg3FLqXsQa,mNZjKgJGakA,@peaceloveunity3794,,Was thinking the same.,N,"Confidence: Low | The comment 'Was thinking the same' is a response to a previous comment and its meaning is dependent on the content of that prior comment. Without that context, it's impossible to determine the stance.",22
UgzYU_kYsuQ3Zgkjn3V4AaABAg,mNZjKgJGakA,@Zeepjeliefs,UC3hNeGPkxgqHe7v_kwvwqBg,"Attacking schools, hospitals, mosques. War crimes.",P,"Confidence: High | The comment lists attacks on 'schools, hospitals, mosques' and labels them as 'War crimes.' This directly criticizes actions often attributed to Israel in the conflict, indicating a pro-Palestinian stance.",50
Ugz7T59Y6zq-qewaX2h4AaABAg,PfvyyRlhjeY,@ShahidKhan-zx6nk,UCUA8mDRcBmtzM8_CyxpdMgQ,"Hum humesha palestine k sath khade the, hai aur rahenge. 
Insha Allah",P,"Confidence: High | The comment, written in Urdu, translates to 'We have always stood with Palestine, are, and will remain. Insha Allah.' This is a clear and strong declaration of support for Palestine.",69
Ugxax6TP-q_GAGW70hJ4AaABAg,PfvyyRlhjeY,@uuiguyfye7gg,UCCvFKzZ-5etExpqrOLVwrIw,Iran always support pakistan on keshmir why?,N,"Confidence: Low | The comment discusses Iran's support for Pakistan on Kashmir, which is not directly related to the Israel-Gaza conflict. It lacks sufficient context to determine a stance.",44
UgxM1G5hC9y7zLg6TSF4AaABAg,PfvyyRlhjeY,@chandanchauhan52,UCr9Qt3zSuST618OSi2RxJNA,War stop hona chahiye really,N,"Confidence: Medium | The comment 'War stop hona chahiye really' translates to 'War should stop, really'. This is a general sentiment against war and doesn't specifically favor either side in the Israel-Gaza conflict.",28
UgySjFPk3IAkLu199Ed4AaABAg,PfvyyRlhjeY,@maheshpatil9546,UCPTMIbMXI8eHVY2HbI4kL0w,Hamas ke ATANKWADI suwwaro ne MARWAYE Bachche. Unke Pichhe chhup kar,P,"Confidence: High | The comment translates to 'Hamas's terrorist pigs killed children. Hiding behind them'. This strongly criticizes Hamas and implies they are responsible for civilian deaths, aligning with a pro-Israel perspective that frames Hamas as terrorists and blames them for Palestinian casualties.",68
UgzAeV3zZ11Yw5I3yvh4AaABAg,PfvyyRlhjeY,@user-yu4hr9kl3w,UCL0GM6G4ufzPG5UaASvXZTQ,"Iran is very intelligent
He actually doesn't need help from India

He is testing modi
On which side modi is???
He wants to confirm this",N,"Confidence: Low | The comment discusses Iran's actions regarding India and Modi's stance, which is unrelated to the Israel-Gaza conflict. It's an observation about geopolitical maneuvering.",135
UgxDGRYxU2dRCkBmhbB4AaABAg.9wpOsOFHP089wvyvugB64Y,PfvyyRlhjeY,@deepakdaniel4576,,Right bro,N,Confidence: Low | 'Right bro' is a conversational affirmation with no specific stance on the Israel-Gaza war. It depends entirely on the preceding comment for context.,9
UgxyIGRhjfMRzydSRt94AaABAg,PfvyyRlhjeY,@bhuumi6597,UCKF05beV0Xbwsqlrk-hABNw,"Ha toh bacche aur masum toh sirf palestine me hain, Israel me jonhe mara gaya vo toh janwar the na.",I,"Confidence: High | The comment sarcastically states: 'So the children and innocents are only in Palestine, the ones killed in Israel were animals, right?' This directly challenges the narrative of only Palestinian suffering and implies a justification for Israeli actions or a dismissal of Palestinian lives, thus supporting Israel's perspective.",99
Ugz0EZLBV0bDuXwlVvF4AaABAg.9wpN9RjfqF19x4YIU7m_75,PfvyyRlhjeY,@mehmudshaikh7217,,Bharat philistin support Karega,P,Confidence: High | The comment 'Bharat philistin support Karega' translates to 'India will support Palestine'. This is a clear statement of support for Palestine.,31
Ugy1JQwmVp8XuQCDnMt4AaABAg,PfvyyRlhjeY,@SameerKhan-zw3ks,UCLqZTamgsAyPH-XijZsFvRA,Gando mode mideya hmas atange nahe wo to hamare islam ke liye ladrahe he ❤❤❤ love hammas,P,"Confidence: High | The comment translates to 'Gando mode media hmas terrorists no they are fighting for our islam ❤❤❤ love hammas'. It labels media as misleading ('Gando mode') and explicitly states support for Hamas, calling them fighters for Islam. This is a pro-Palestine stance, specifically supporting Hamas.",88
UgxfyK2gngAVx_M-axV4AaABAg,PfvyyRlhjeY,@dsunder917,UCBiopZZuFpL_INRX9sJahDQ,Even Israeli Muslims are fighting against Hamas.  Hamas using palestinian young children and old people as shield in the war.,I,"Confidence: High | The comment states 'Even Israeli Muslims are fighting against Hamas. Hamas using palestinian young children and old people as shield in the war.' This criticizes Hamas and frames them as using civilians as shields, which is a common pro-Israel talking point to justify military actions and condemn Hamas's tactics.",125
UgyBD5-L37VDox2zy654AaABAg,PfvyyRlhjeY,@saleemdrumwala4153,UC3FhC6lQBWvZ97458aS84-A,Chal jhute .,N,"Confidence: Low | 'Chal jhute' translates to 'Go lie' or 'You liar'. Without context of what the commenter is calling a liar, it's impossible to determine a stance on the Israel-Gaza conflict.",12
UgzwkNSlcWZIQyuJNrl4AaABAg,PfvyyRlhjeY,@shivamaditya8711,UCYp92C1qFqe_-0EMWNcrgrA,Is he Sourabh jain (lord Krishna in Mahabharata),N,Confidence: High | The comment is asking a question about the identity of a person in the video and has no relation to the Israel-Gaza conflict.,48
UgycD3qTmdIIi2ovIoF4AaABAg,PfvyyRlhjeY,@sureshprajapati6689,UCWcz_VfTO9ExJfdGUvEFjQw,Bhai acting chor kar anchoring,N,Confidence: High | The comment is a critique of someone's acting or anchoring and is unrelated to the Israel-Gaza conflict.,30
Ugzvd5MKv1m_GanYLQF4AaABAg,PfvyyRlhjeY,@debabratamoulick54,UCErwHbsRgh8ed2HiR2nMs2A,Indian Government must not Listen to Shia Kaafir Iran.🐖☠️👺💀👽👹🐖🐖🐖🐖,N,"Confidence: Low | This comment expresses strong negative sentiment towards Iran and its government, using offensive language. While it mentions 'Kaafir Iran', it doesn't directly engage with or take a stance on the Israel-Gaza conflict itself. It seems to be a general geopolitical or religious comment.",65
UgwKfCg_aBdsEwTvenV4AaABAg,PfvyyRlhjeY,@smartgirl36936,UCPE81pz4Rfb3VrJj4ESO_ng,Ab bhart election me busy hai 😂,N,Confidence: High | The comment makes a sarcastic remark about India being busy with elections and is unrelated to the Israel-Gaza conflict.,31
UgzpVlx3rrj0kKVx-Gp4AaABAg,PfvyyRlhjeY,@ashwinpoojary679,UCrVe8j95w7sy3Rpyq4fkmcQ,Why Iran is not supporting India in issue like Kashmir.,N,"Confidence: Low | This comment questions Iran's support for India on the Kashmir issue. While it mentions Iran, it doesn't take a stance on the Israel-Gaza conflict, focusing instead on India-Iran relations.",55
UgwADNVYZU_LT9U0c1h4AaABAg,PfvyyRlhjeY,@rafiqmirchie5862,UC558i1TJ5p5Tn6y2QvpDK3w,What is india who will listen to india comedians,N,"Confidence: High | The comment questions India's relevance and the opinions of its comedians, showing no connection to the Israel-Gaza conflict.",48
UgzdEi__YNowZImP5nN4AaABAg,PfvyyRlhjeY,@abuahmedabuahmed4742,UCmhy_xX_rGaVLo5FcDCanmQ,Bakwas or jooth,N,Confidence: High | The comment translates to 'Nonsense and lies' and is a general negative remark without any specific context related to the Israel-Gaza conflict.,15
UgzHvOsHhr35skdcQuV4AaABAg.9y1W_iYYRvD9y1WyB1CrYO,PfvyyRlhjeY,@user-ct8yx7ws4f,,Thank you so much for again and again 💖 💞 🌹 💖 💞 🌹 📍 📌 💐 💟 ❤️ 💟 🆔 ❣️ ‼️ 🌹 💖 💞 🙏🙏🙏🙏,N,Confidence: High | This comment is a series of positive emojis and expressions of thanks. It lacks any specific content related to the Israel-Gaza conflict to assign a stance.,81
UgzHvOsHhr35skdcQuV4AaABAg,PfvyyRlhjeY,@user-ct8yx7ws4f,UCLpyVZJYU_xzQKyzUj1W_Ug,"MOST RESPECTED AND BELOVED PRIME MINISTER AND THE LEADER of THE WORLD 🌎 SHREEMAN NARENDRA MODI JI ❤🌍🟣🌹💖🙏 THAT YOU HAVE ALREADY DECLARED THAT YOUR EARNEST DESIRE ATLEAST TO SEE PEACE AND TRANQUILITY IN THE CONTINENTAL OF ASIA ATLEAST AND MORE TO SAY THAT WE THE PEOPLE OF INDIA IN GENERALLY BELIEVE IN LOVE PEACE UNITY INTEGRITY AND UNIVERSAL BROTHERHOOD OF THE WORLD AND FURTHER THAT THE CONSTITUTION OF INDIA ITSELF BELEIVE ON REFORMATION AND NOT DETERGENT THEARY OF JUSTICE HENCE THIS IS THE HIGHEST RESPONSIBILITY OF THE PRIME MINISTER OF INDIA AND IT'S GREAT NATION NOTE ONLY TO MAKE IMMEDIATE PEACE AMONG THE PEOPLE AND CEASEFIRE WHILE CONVINCING THE PRIME MINISTER NITANYAHU OF THE GREATER ISRAEL AND TO DECLARE PALESTININANSE , ISRAELITES CHRISTMAS AND ALL THE CITIZENS OF THE GREATER ISRAEL AS ONE NATION ONE COUNTRY ONE GOVT UNDER THE DEMOCRATIC SYSTEM OF THE CONSTITUTION OF INDIA 
Please do your level best in the interest of justice and immediate CEASEFIRE that WE THE PEOPLE OF INDIA ALWAYS STAND FOR LOVE PEACE UNITY AND UNIVERSAL BROTHERHOOD OF THE WORLD 🌍🌍🟣🌹🙏💖❤🏆❤️‍🩹♥️👍🎇🥈🥉
SO PLEASE DO THE BEST TO BRING IMMEDIATE CEASEFIRE AT ANY COST AND TO DO ALL POSSIBLE TO MAKE IMMEDIATE PEACE AND TO DO THE BEST TO CEASEFIRE TO PROTECT ALL THE CITIZENS OF PALESTINIANS ISRAELITES CHRISTMAS AND ALL OTHERS CITIZENS OF THE GREATER ISRAEL PALESTINE CRISTIAN ALL THE CITIZENS OF THE GREATER ISRAEL PALESTINE HUMAN BEINGS 💓💟🙏❤️💯✅✨⭐💓💯✅🙏🙏🙏🙏🙏💞❤️💯✅✨💞🙏💟❤️🙏🧬❤️💯",N,"Confidence: Low | This comment expresses strong support for Indian Prime Minister Narendra Modi and a desire for peace and unity in Asia. It explicitly mentions 'immediate peace among the people and ceasefire while convincing the Prime Minister Nitanyahu' and proposes a unified 'Greater Israel' under India's democratic principles. While it mentions Israel and Netanyahu, its primary focus is on Modi's leadership and a vision of peace influenced by Indian values. It doesn't clearly advocate for either Palestine or Israel's specific goals within the conflict, but rather a broader peace that seems to involve integrating groups. Due to the complex and somewhat contradictory nature of its proposals (e.g., 'Greater Israel' unified under Indian constitution), a neutral stance is most appropriate as it doesn't align strictly with 'P' or 'I'.",1456
Ugye_tilFGRgZRCKlNN4AaABAg,PfvyyRlhjeY,@user-el3wd7vs3y,UCqRCKlU4MHPwTXsAanQYsPQ,Hindu ka father Israel 😂😂😂😂,N,Confidence: High | The comment is a sarcastic remark referencing 'Hindu ka father Israel' and uses emojis. It does not express a clear stance supporting either Palestine or Israel in the conflict.,27
UgxDGRYxU2dRCkBmhbB4AaABAg.9wpOsOFHP089xlSMBNM6y4,PfvyyRlhjeY,@parvanaarman9815,,@@shravanvishwakarma7997Mobile chalo lakin uska miss use mat kro or tum kehte ho beaf khana paap h to tum uska dhoodh kyun Peete ho Jo fat se Banta h,N,"Confidence: Low | The comment discusses religious practices (eating beef, milk from cows that produce it) and appears to be a response to another user's comment about religious beliefs. It does not contain any explicit or implicit references to the Israel-Gaza conflict.",149
Ugx5Tv7-EryCQ2A_all4AaABAg,icPhxHmW6V4,@PilotsError,UC5q5RfRypb0ZYZZFjo0qLrw,Thanks to channels like this things are changing in 2023 :),N,"Confidence: Low | This comment expresses gratitude to a channel for making changes in 2023. Without further context about the video's content, it's impossible to determine if it relates to the Israel-Gaza war or which side it might support.",59
UgxsEX1DzbjIQefUpK54AaABAg,icPhxHmW6V4,@recordgaming6643,UCigLxTGHfnBN6uzV7J8H9xQ,"The people who choose the hospital manager is hamas, in gaza there is no opposite to the government, if the manager say something about hamas he will be silent and left to poverty",P,"Confidence: Medium | The comment criticizes Hamas's control in Gaza and suggests that individuals who oppose Hamas face severe consequences ('left to poverty'). This implies a critical stance towards Hamas, which is often associated with the Palestinian side, but the framing suggests a concern for the individuals within Gaza who may be oppressed by the ruling body. The phrasing 'hospital manager is hamas' and the implication of silencing dissent points to a negative view of Hamas's governance, which can be interpreted as supporting a population suffering under Hamas rule.",179
UgzINx3wYGOGFZn5_Dl4AaABAg,icPhxHmW6V4,@davidtikwa423,UCBHRI5VhiZkWeEbCj7uRk2A,where are your sources ? cause you only seem to use Al Jazeera as your source which is biased until you dnt have fact checked sources this is all null and void.,N,"Confidence: High | The comment directly questions the sources used in the video and specifically calls out Al Jazeera as biased. It demands fact-checked sources, indicating a desire for objective information rather than taking a side.",160
UgwrKPmHbS22XyRBJK14AaABAg,icPhxHmW6V4,@itjalal,UCBQ5Ux0KXp2YA-7lI0L_4hA,These people are shameless,P,"Confidence: Medium | The comment states 'These people are shameless.' Without knowing who 'these people' refers to, it's difficult to assign a definitive stance. However, given the common discourse on YouTube regarding the conflict, such a statement, if directed towards actions of either side, is often a criticism. If the video is critical of Israel, this comment could be supporting that critique. If it's critical of Palestinians, it would be supporting Israel. Given the ambiguity, a medium confidence is assigned, leaning towards a critical stance which could align with either P or I depending on the video context. Without more context, it is difficult to definitively assign a label. However, if we interpret 'shameless' as referring to alleged atrocities or propaganda, and if the video is critical of one side, this comment aligns with that criticism.",26
UgweIJyGOfQ04ZyOp-54AaABAg.9xB77oL0Xho9xCPghdw87P,icPhxHmW6V4,@user-kg7zr3yl3n,,there was 6 million hamas affiliated bacterias hiding there,I,"Confidence: High | The comment refers to 'Hamas affiliated bacterias' and suggests a large number of them were 'hiding there.' This dehumanizing language and strong negative sentiment towards Hamas clearly align with a pro-Israel stance, as Hamas is the governing authority in Gaza and a primary adversary of Israel.",59
UgzHdvL4Yr-FFpIwskh4AaABAg,icPhxHmW6V4,@andrewkolb1560,UCPOlgXiisf41LDmhG_skxhw,"Biden and the Democrats are sending billions in cash and weapons to Israel, including bringing a nuclear submarine to the region.",N,"Confidence: Medium | The comment details US aid to Israel, mentioning billions in cash, weapons, and a nuclear submarine. While it states factual information about US policy, it doesn't explicitly endorse or condemn this policy, nor does it express a sentiment towards either side of the conflict. It is a statement of perceived fact about geopolitical actions.",129
Ugyjr-UOEQ9xnEsn3Xh4AaABAg.9xAyrjIbKwO9xCAtkQN5xv,icPhxHmW6V4,@TNT-dn9es,,"Fr, was about to say the same thing",N,"Confidence: Low | The comment 'Fr, was about to say the same thing' is a response to a previous comment. Without access to the preceding comment, its meaning and stance are completely unclear.",35
UgzXunpJ5A_Q1LJrQnN4AaABAg.9x9T6NVrHuq9xKGkXQmh4_,icPhxHmW6V4,@r.w.emersonii3501,,​@@meetings3071 She's an angel.  Thank the many gods for women like her!,N,"Confidence: Low | This comment refers to someone as 'an angel' and expresses gratitude for 'women like her.' This appears to be a positive comment about an individual, but it lacks any connection to the Israel-Gaza conflict and its context is entirely unknown.",72
UgxhFhcjXBVpMo7pg714AaABAg.9x9awSlNP8l9xKFAXEXI78,icPhxHmW6V4,@r.w.emersonii3501,,"​@@visiostudio9364 ""Palestinian"" refers to the native people of Palestine, Muslim, Jew and Christian.  These people lived together in peace, from the river to the sea, for over a thousand years.  We need a single state, where all have equal rights, regardless of race, religion, or ethnicity.  Jews who can't bear to live with other human beings should return to Brooklyn and build a huge concrete wall around themselves.",P,"Confidence: High | The comment defines 'Palestinian' broadly to include Muslims, Jews, and Christians who historically lived together. It advocates for a 'single state, where all have equal rights.' The statement 'Jews who can't bear to live with other human beings should return to Brooklyn and build a huge concrete wall around themselves' is a strong criticism of certain Jewish individuals and explicitly promotes a vision of a unified state which is a core tenet of Palestinian national aspirations and critiques Israeli policies that are seen as preventing this. This strongly supports the Palestinian perspective.",421
UgxZkc3-Izil9bHttcp4AaABAg,icPhxHmW6V4,@soseberry517,UCPqcMt5xQ03SL1mOeyIweRg,Its Palestinian land..,P,"Confidence: High | The comment directly asserts ownership of land by Palestinians, implying criticism of Israeli presence or claims.",22
UgymHVelEwxcsnR_dBF4AaABAg,icPhxHmW6V4,@majl7917,UCE6pQaj7-ounTxFnSfLyOZA,When we talk about Israel we use air quotations so often that we should use it when we say 'Israel'.,P,"Confidence: High | The use of air quotations around 'Israel' suggests skepticism or disbelief in its legitimacy or actions, aligning with a critical stance towards Israel.",100
Ugw7spT3F7k242jikJ94AaABAg,icPhxHmW6V4,@dankinmcspankin3123,UCo05lg8QU7EJSGVQGun8XhQ,America has israel ingrained in it thru Hollywood and new york,N,Confidence: Medium | This comment describes a perceived influence of Israel through cultural channels in America. It is a statement about influence rather than a direct endorsement or criticism of either side's actions in the current conflict.,62
UgyK2nskJYlSjdE-JAJ4AaABAg,icPhxHmW6V4,@E-jeep,UCurvvDMv3HY6OHSkH5r9lMg,Don't forget calling the Arabic names of weeksdays as Hamas operatives in live tv.😂,P,"Confidence: High | This comment sarcastically highlights a perceived misrepresentation or bias in media coverage by referring to the use of Arabic names for weekdays, implying a criticism of how Palestinians or their culture are portrayed in relation to Hamas.",83
UgxAmISLOHRQmGIyw2N4AaABAg.9x9_pzBu_gL9x9ak_hw9qM,icPhxHmW6V4,@algeriaisfine2311,,They never did stop lying 🤥,P,"Confidence: Medium | The comment 'They never did stop lying 🤥' is vague. Without further context, it could refer to either side. However, in the context of discourse about the conflict, such a broad accusation of lying often stems from skepticism towards official narratives which can be interpreted as critical of one side more than the other.",27
UgyDBwO5wHhH2Dpqq4p4AaABAg,icPhxHmW6V4,@Yagya-js3no,UCPShErUQvDcvKqLzJq1bqxQ,South Africa 🇿🇦 stands with Palestine 🇵🇸. The Zionist 🇮🇱 is a War Criminal.,P,"Confidence: High | The comment explicitly states support for Palestine and labels Israel as a 'War Criminal,' which is a strong indicator of a pro-Palestinian stance.",75
UgxVOrS0Fdg0xpcytL94AaABAg,icPhxHmW6V4,@mrssohail5962,UCosJJVQZZtbnBQ853ha_7_A,Dont forget the fact that they called an alshifa elevator shaft a KhAmAs TuNnEl,P,"Confidence: High | This comment criticizes Israel's actions by suggesting a misrepresentation of a hospital feature as a Hamas tunnel, implying Israel is falsely accusing or exaggerating threats, which is a pro-Palestinian sentiment.",79
Ugz-6nw_u0uEvPYV2R54AaABAg,icPhxHmW6V4,@rknine7998,UCg4aGoQCnTkwRuLPR8rOQOA,Who keeps giving the European zionists weapons?,P,"Confidence: Medium | The comment questions who is supplying weapons to 'European Zionists.' The term 'Zionists' is often used critically in pro-Palestinian discourse, and the question implies a negative view of this supply chain.",47
UgyA3DE2As0gBG0HMTB4AaABAg,icPhxHmW6V4,@raztv8687,UCnyWOsfnDD5ynH08lwjE3sw,Blowing walls is a tactic used by special forces in CQB and sadly hamas uses hospitals as weapon storages and terror bases,I,"Confidence: High | The comment describes military tactics and then states that Hamas uses hospitals as weapon storages and terror bases, framing Hamas's actions negatively and justifying potential military responses from Israel.",122
